#TYR181-5  Hist_01928
     -180 0.111184000
     -174 0.136972000
     -168 0.141908000
     -162 0.126320000
     -156 0.094304000
     -150 0.059772000
     -144 0.032844000
     -138 0.015236000
     -132 0.006544000
     -126 0.002770000
     -120 0.001092000
     -114 0.000488000
     -108 0.000170000
     -102 0.000086000
      -96 0.000084000
      -90 0.000054000
      -84 0.000068000
      -78 0.000088000
      -72 0.000152000
      -66 0.000182000
      -60 0.000320000
      -54 0.000480000
      -48 0.000864000
      -42 0.001346000
      -36 0.002234000
      -30 0.003450000
      -24 0.004794000
      -18 0.006276000
      -12 0.007352000
       -6 0.008042000
        0 0.008034000
        6 0.007636000
       12 0.006982000
       18 0.005496000
       24 0.004202000
       30 0.002968000
       36 0.001770000
       42 0.001124000
       48 0.000594000
       54 0.000340000
       60 0.000180000
       66 0.000100000
       72 0.000082000
       78 0.000062000
       84 0.000044000
       90 0.000044000
       96 0.000072000
      102 0.000080000
      108 0.000106000
      114 0.000210000
      120 0.000320000
      126 0.000630000
      132 0.001120000
      138 0.002392000
      144 0.004652000
      150 0.008696000
      156 0.016172000
      162 0.029574000
      168 0.050972000
      174 0.079870000
