#GLU70-1  Hist_00716
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000004000
     -84 0.000094000
     -78 0.000828000
     -72 0.004512000
     -66 0.018768000
     -60 0.055490000
     -54 0.122098000
     -48 0.194884000
     -42 0.221592000
     -36 0.183536000
     -30 0.113312000
     -24 0.053480000
     -18 0.020584000
     -12 0.006950000
      -6 0.002294000
       0 0.000774000
       6 0.000316000
      12 0.000166000
      18 0.000114000
      24 0.000076000
      30 0.000064000
      36 0.000026000
      42 0.000028000
      48 0.000004000
      54 0.000006000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
