#LEU6-0   Hist_00058
    -180 0.000002000
    -174 0.000028000
    -168 0.000240000
    -162 0.001042000
    -156 0.003562000
    -150 0.008972000
    -144 0.016864000
    -138 0.026920000
    -132 0.038404000
    -126 0.050934000
    -120 0.064432000
    -114 0.080000000
    -108 0.097570000
    -102 0.117348000
     -96 0.130842000
     -90 0.129908000
     -84 0.108842000
     -78 0.072172000
     -72 0.035734000
     -66 0.012474000
     -60 0.003130000
     -54 0.000512000
     -48 0.000056000
     -42 0.000012000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
