#MET96-4  Hist_01004
    -180 0.079320000
    -174 0.061872000
    -168 0.047504000
    -162 0.039442000
    -156 0.033352000
    -150 0.027588000
    -144 0.022776000
    -138 0.018576000
    -132 0.015444000
    -126 0.012496000
    -120 0.010770000
    -114 0.009968000
    -108 0.010630000
    -102 0.012488000
     -96 0.014916000
     -90 0.019186000
     -84 0.024514000
     -78 0.029500000
     -72 0.031976000
     -66 0.028456000
     -60 0.019782000
     -54 0.010388000
     -48 0.004080000
     -42 0.001430000
     -36 0.000414000
     -30 0.000130000
     -24 0.000036000
     -18 0.000010000
     -12 0.000004000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000008000
      30 0.000016000
      36 0.000048000
      42 0.000152000
      48 0.000434000
      54 0.000826000
      60 0.001190000
      66 0.001462000
      72 0.001362000
      78 0.001198000
      84 0.000878000
      90 0.000696000
      96 0.000560000
     102 0.000378000
     108 0.000224000
     114 0.000226000
     120 0.000392000
     126 0.000780000
     132 0.001962000
     138 0.005650000
     144 0.015152000
     150 0.034128000
     156 0.062456000
     162 0.087956000
     168 0.099432000
     174 0.095384000
