#ARG2-6   Hist_00024
    -180 0.080268000
    -174 0.079612000
    -168 0.071026000
    -162 0.057776000
    -156 0.044060000
    -150 0.032866000
    -144 0.025506000
    -138 0.020164000
    -132 0.017450000
    -126 0.017084000
    -120 0.017640000
    -114 0.018658000
    -108 0.019894000
    -102 0.019670000
     -96 0.018716000
     -90 0.014616000
     -84 0.010360000
     -78 0.005770000
     -72 0.002596000
     -66 0.000972000
     -60 0.000336000
     -54 0.000078000
     -48 0.000028000
     -42 0.000012000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000004000
      30 0.000016000
      36 0.000070000
      42 0.000264000
      48 0.000908000
      54 0.002868000
      60 0.007360000
      66 0.014366000
      72 0.022550000
      78 0.028878000
      84 0.030454000
      90 0.028776000
      96 0.023832000
     102 0.018468000
     108 0.013612000
     114 0.009786000
     120 0.007138000
     126 0.005510000
     132 0.004984000
     138 0.005354000
     144 0.007468000
     150 0.012260000
     156 0.021200000
     162 0.035650000
     168 0.053314000
     174 0.069752000
