#THR89-4  Hist_00932
    -180 0.057714000
    -174 0.094058000
    -168 0.133884000
    -162 0.160588000
    -156 0.158108000
    -150 0.127090000
    -144 0.085616000
    -138 0.050828000
    -132 0.026898000
    -126 0.013074000
    -120 0.006488000
    -114 0.003384000
    -108 0.002176000
    -102 0.001806000
     -96 0.002166000
     -90 0.002632000
     -84 0.003154000
     -78 0.002798000
     -72 0.002092000
     -66 0.001170000
     -60 0.000458000
     -54 0.000152000
     -48 0.000070000
     -42 0.000008000
     -36 0.000010000
     -30 0.000000000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000002000
     120 0.000006000
     126 0.000014000
     132 0.000034000
     138 0.000158000
     144 0.000506000
     150 0.001476000
     156 0.003638000
     162 0.008458000
     168 0.016986000
     174 0.032298000
