#ASN190-4  Hist_02020
     -180 0.019654000
     -174 0.011244000
     -168 0.008498000
     -162 0.008298000
     -156 0.010174000
     -150 0.012330000
     -144 0.014396000
     -138 0.014434000
     -132 0.012756000
     -126 0.009426000
     -120 0.005842000
     -114 0.003492000
     -108 0.002430000
     -102 0.001938000
      -96 0.002178000
      -90 0.002540000
      -84 0.002950000
      -78 0.002802000
      -72 0.002916000
      -66 0.002698000
      -60 0.002370000
      -54 0.001936000
      -48 0.001566000
      -42 0.001108000
      -36 0.000992000
      -30 0.000686000
      -24 0.000448000
      -18 0.000352000
      -12 0.000208000
       -6 0.000174000
        0 0.000106000
        6 0.000086000
       12 0.000098000
       18 0.000084000
       24 0.000086000
       30 0.000102000
       36 0.000162000
       42 0.000220000
       48 0.000374000
       54 0.000666000
       60 0.000992000
       66 0.001340000
       72 0.001432000
       78 0.001348000
       84 0.001320000
       90 0.001380000
       96 0.001514000
      102 0.002316000
      108 0.004124000
      114 0.008784000
      120 0.018654000
      126 0.036168000
      132 0.063328000
      138 0.096960000
      144 0.127336000
      150 0.139922000
      156 0.128600000
      162 0.098842000
      168 0.065176000
      174 0.037644000
