#TYR133-0  Hist_01380
     -180 0.000032000
     -174 0.000628000
     -168 0.006362000
     -162 0.035808000
     -156 0.115526000
     -150 0.218424000
     -144 0.251914000
     -138 0.193046000
     -132 0.106214000
     -126 0.046468000
     -120 0.016848000
     -114 0.005780000
     -108 0.001844000
     -102 0.000596000
      -96 0.000250000
      -90 0.000100000
      -84 0.000054000
      -78 0.000040000
      -72 0.000020000
      -66 0.000014000
      -60 0.000016000
      -54 0.000010000
      -48 0.000000000
      -42 0.000004000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000002000
