#LEU6-3   Hist_00064
    -180 0.065612000
    -174 0.039080000
    -168 0.025428000
    -162 0.017636000
    -156 0.011344000
    -150 0.006460000
    -144 0.003698000
    -138 0.001982000
    -132 0.001184000
    -126 0.000790000
    -120 0.000640000
    -114 0.000538000
    -108 0.000562000
    -102 0.000696000
     -96 0.000990000
     -90 0.002786000
     -84 0.009526000
     -78 0.030180000
     -72 0.073302000
     -66 0.120588000
     -60 0.123170000
     -54 0.076330000
     -48 0.030042000
     -42 0.007764000
     -36 0.001560000
     -30 0.000240000
     -24 0.000038000
     -18 0.000006000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000002000
      36 0.000008000
      42 0.000024000
      48 0.000040000
      54 0.000102000
      60 0.000144000
      66 0.000170000
      72 0.000172000
      78 0.000144000
      84 0.000060000
      90 0.000036000
      96 0.000014000
     102 0.000004000
     108 0.000014000
     114 0.000004000
     120 0.000014000
     126 0.000038000
     132 0.000144000
     138 0.000800000
     144 0.003568000
     150 0.014114000
     156 0.040510000
     162 0.081706000
     168 0.108618000
     174 0.097378000
