#TYR182-5  Hist_01940
     -180 0.012326000
     -174 0.015108000
     -168 0.015664000
     -162 0.013362000
     -156 0.009262000
     -150 0.005408000
     -144 0.002404000
     -138 0.000976000
     -132 0.000360000
     -126 0.000112000
     -120 0.000046000
     -114 0.000016000
     -108 0.000020000
     -102 0.000012000
      -96 0.000012000
      -90 0.000004000
      -84 0.000018000
      -78 0.000028000
      -72 0.000032000
      -66 0.000070000
      -60 0.000140000
      -54 0.000340000
      -48 0.000800000
      -42 0.001642000
      -36 0.003392000
      -30 0.006702000
      -24 0.011638000
      -18 0.019818000
      -12 0.031832000
       -6 0.049660000
        0 0.073196000
        6 0.100244000
       12 0.122678000
       18 0.130442000
       24 0.121592000
       30 0.095506000
       36 0.064370000
       42 0.037634000
       48 0.019652000
       54 0.009010000
       60 0.003894000
       66 0.001594000
       72 0.000754000
       78 0.000292000
       84 0.000160000
       90 0.000074000
       96 0.000066000
      102 0.000040000
      108 0.000060000
      114 0.000044000
      120 0.000048000
      126 0.000048000
      132 0.000072000
      138 0.000104000
      144 0.000212000
      150 0.000442000
      156 0.001096000
      162 0.002320000
      168 0.004820000
      174 0.008332000
