#ARG2-4   Hist_00020
    -180 0.131438000
    -174 0.061894000
    -168 0.022492000
    -162 0.007696000
    -156 0.002696000
    -150 0.001088000
    -144 0.000454000
    -138 0.000230000
    -132 0.000114000
    -126 0.000114000
    -120 0.000134000
    -114 0.000230000
    -108 0.000394000
    -102 0.000564000
     -96 0.000820000
     -90 0.000726000
     -84 0.000664000
     -78 0.000412000
     -72 0.000318000
     -66 0.000296000
     -60 0.000328000
     -54 0.000258000
     -48 0.000132000
     -42 0.000096000
     -36 0.000032000
     -30 0.000012000
     -24 0.000004000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000002000
      36 0.000002000
      42 0.000030000
      48 0.000168000
      54 0.000786000
      60 0.002546000
      66 0.004622000
      72 0.005480000
      78 0.004046000
      84 0.002254000
      90 0.001240000
      96 0.000578000
     102 0.000260000
     108 0.000196000
     114 0.000194000
     120 0.000324000
     126 0.000986000
     132 0.002510000
     138 0.006354000
     144 0.017992000
     150 0.043826000
     156 0.096086000
     162 0.163652000
     168 0.212750000
     174 0.199480000
