#TYR181-4  Hist_01926
     -180 0.000004000
     -174 0.000008000
     -168 0.000008000
     -162 0.000018000
     -156 0.000034000
     -150 0.000090000
     -144 0.000182000
     -138 0.000398000
     -132 0.000800000
     -126 0.001678000
     -120 0.003910000
     -114 0.009380000
     -108 0.026490000
     -102 0.070288000
      -96 0.149386000
      -90 0.228112000
      -84 0.234442000
      -78 0.160496000
      -72 0.074218000
      -66 0.024272000
      -60 0.006048000
      -54 0.001348000
      -48 0.000264000
      -42 0.000060000
      -36 0.000026000
      -30 0.000004000
      -24 0.000002000
      -18 0.000008000
      -12 0.000008000
       -6 0.000002000
        0 0.000010000
        6 0.000002000
       12 0.000002000
       18 0.000012000
       24 0.000002000
       30 0.000008000
       36 0.000028000
       42 0.000028000
       48 0.000066000
       54 0.000182000
       60 0.000264000
       66 0.000422000
       72 0.000540000
       78 0.000820000
       84 0.001248000
       90 0.001292000
       96 0.001204000
      102 0.001026000
      108 0.000526000
      114 0.000218000
      120 0.000082000
      126 0.000022000
      132 0.000006000
      138 0.000002000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000002000
      174 0.000002000
