#PRO9-3   Hist_00088
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000024000
     -48 0.000850000
     -42 0.008986000
     -36 0.033118000
     -30 0.055626000
     -24 0.050528000
     -18 0.028728000
     -12 0.012404000
      -6 0.005906000
       0 0.005440000
       6 0.014570000
      12 0.056412000
      18 0.175210000
      24 0.293188000
      30 0.207576000
      36 0.048578000
      42 0.002830000
      48 0.000026000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
