#TYR24-4  Hist_00250
    -180 0.000034000
    -174 0.000016000
    -168 0.000002000
    -162 0.000004000
    -156 0.000002000
    -150 0.000004000
    -144 0.000000000
    -138 0.000014000
    -132 0.000134000
    -126 0.000480000
    -120 0.001860000
    -114 0.005576000
    -108 0.013874000
    -102 0.029748000
     -96 0.052096000
     -90 0.076962000
     -84 0.096924000
     -78 0.100406000
     -72 0.087310000
     -66 0.065674000
     -60 0.042774000
     -54 0.025468000
     -48 0.014606000
     -42 0.007672000
     -36 0.003994000
     -30 0.001938000
     -24 0.001000000
     -18 0.000430000
     -12 0.000158000
      -6 0.000066000
       0 0.000016000
       6 0.000012000
      12 0.000010000
      18 0.000002000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000006000
      48 0.000004000
      54 0.000044000
      60 0.000204000
      66 0.000694000
      72 0.002420000
      78 0.006698000
      84 0.016010000
      90 0.031176000
      96 0.049800000
     102 0.062056000
     108 0.062868000
     114 0.051476000
     120 0.035698000
     126 0.022532000
     132 0.012856000
     138 0.007284000
     144 0.004138000
     150 0.002402000
     156 0.001280000
     162 0.000686000
     168 0.000288000
     174 0.000114000
