#SER30-1  Hist_00308
    -180 0.000004000
    -174 0.000002000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000010000
      48 0.000046000
      54 0.000232000
      60 0.001312000
      66 0.004872000
      72 0.013130000
      78 0.028796000
      84 0.050866000
      90 0.072940000
      96 0.088078000
     102 0.102556000
     108 0.120628000
     114 0.140506000
     120 0.147228000
     126 0.118252000
     132 0.069086000
     138 0.028750000
     144 0.009154000
     150 0.002544000
     156 0.000738000
     162 0.000192000
     168 0.000052000
     174 0.000026000
