#ASN136-1  Hist_01422
     -180 0.000066000
     -174 0.000014000
     -168 0.000002000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000002000
      -66 0.000004000
      -60 0.000012000
      -54 0.000014000
      -48 0.000030000
      -42 0.000024000
      -36 0.000018000
      -30 0.000008000
      -24 0.000002000
      -18 0.000008000
      -12 0.000008000
       -6 0.000030000
        0 0.000034000
        6 0.000086000
       12 0.000224000
       18 0.000556000
       24 0.001126000
       30 0.002346000
       36 0.004606000
       42 0.008914000
       48 0.014600000
       54 0.021898000
       60 0.029644000
       66 0.034346000
       72 0.033986000
       78 0.029640000
       84 0.025256000
       90 0.020950000
       96 0.020278000
      102 0.022956000
      108 0.031594000
      114 0.047802000
      120 0.073986000
      126 0.107866000
      132 0.135994000
      138 0.137192000
      144 0.105404000
      150 0.057880000
      156 0.022196000
      162 0.006564000
      168 0.001508000
      174 0.000326000
