#GLU35-0  Hist_00358
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000006000
    -102 0.000086000
     -96 0.000428000
     -90 0.002478000
     -84 0.009602000
     -78 0.027940000
     -72 0.061922000
     -66 0.101462000
     -60 0.124836000
     -54 0.114732000
     -48 0.081578000
     -42 0.046484000
     -36 0.023076000
     -30 0.010944000
     -24 0.005052000
     -18 0.002462000
     -12 0.001420000
      -6 0.000918000
       0 0.000694000
       6 0.000662000
      12 0.000924000
      18 0.001270000
      24 0.002918000
      30 0.008604000
      36 0.025340000
      42 0.059834000
      48 0.097404000
      54 0.100588000
      60 0.061594000
      66 0.020746000
      72 0.003600000
      78 0.000370000
      84 0.000024000
      90 0.000002000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
