#TRP141-4  Hist_01484
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000008000
     -138 0.000028000
     -132 0.000446000
     -126 0.002748000
     -120 0.014778000
     -114 0.056002000
     -108 0.139396000
     -102 0.232354000
      -96 0.252652000
      -90 0.180286000
      -84 0.085990000
      -78 0.027548000
      -72 0.006374000
      -66 0.001176000
      -60 0.000166000
      -54 0.000038000
      -48 0.000004000
      -42 0.000002000
      -36 0.000004000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
