#ASN37-1  Hist_00384
    -180 0.000026000
    -174 0.000002000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000002000
     -72 0.000008000
     -66 0.000022000
     -60 0.000048000
     -54 0.000042000
     -48 0.000088000
     -42 0.000034000
     -36 0.000036000
     -30 0.000008000
     -24 0.000008000
     -18 0.000012000
     -12 0.000018000
      -6 0.000040000
       0 0.000092000
       6 0.000200000
      12 0.000384000
      18 0.000776000
      24 0.001576000
      30 0.003124000
      36 0.006060000
      42 0.010876000
      48 0.017958000
      54 0.026416000
      60 0.033780000
      66 0.037858000
      72 0.038308000
      78 0.034010000
      84 0.028836000
      90 0.025344000
      96 0.024292000
     102 0.028346000
     108 0.036068000
     114 0.053024000
     120 0.076980000
     126 0.105480000
     132 0.124586000
     138 0.120774000
     144 0.089762000
     150 0.048488000
     156 0.018930000
     162 0.005708000
     168 0.001318000
     174 0.000252000
