#VAL64-0  Hist_00680
    -180 0.000188000
    -174 0.001464000
    -168 0.007572000
    -162 0.027154000
    -156 0.079042000
    -150 0.164666000
    -144 0.229650000
    -138 0.214300000
    -132 0.142706000
    -126 0.074458000
    -120 0.032690000
    -114 0.014012000
    -108 0.006044000
    -102 0.002718000
     -96 0.001420000
     -90 0.000674000
     -84 0.000486000
     -78 0.000356000
     -72 0.000200000
     -66 0.000110000
     -60 0.000048000
     -54 0.000022000
     -48 0.000004000
     -42 0.000002000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000014000
