#THR80-0  Hist_00830
    -180 0.012904000
    -174 0.039808000
    -168 0.078460000
    -162 0.101598000
    -156 0.090150000
    -150 0.057826000
    -144 0.031452000
    -138 0.014950000
    -132 0.007052000
    -126 0.003930000
    -120 0.002810000
    -114 0.002818000
    -108 0.003560000
    -102 0.005626000
     -96 0.010458000
     -90 0.020222000
     -84 0.040366000
     -78 0.072310000
     -72 0.107340000
     -66 0.120866000
     -60 0.095766000
     -54 0.051742000
     -48 0.018914000
     -42 0.004722000
     -36 0.000930000
     -30 0.000184000
     -24 0.000052000
     -18 0.000004000
     -12 0.000012000
      -6 0.000004000
       0 0.000004000
       6 0.000008000
      12 0.000000000
      18 0.000002000
      24 0.000004000
      30 0.000010000
      36 0.000000000
      42 0.000006000
      48 0.000004000
      54 0.000002000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000002000
     162 0.000042000
     168 0.000340000
     174 0.002740000
