#ASN182-4  Hist_01906
     -180 0.001516000
     -174 0.000912000
     -168 0.000444000
     -162 0.000220000
     -156 0.000100000
     -150 0.000044000
     -144 0.000036000
     -138 0.000006000
     -132 0.000012000
     -126 0.000006000
     -120 0.000004000
     -114 0.000002000
     -108 0.000002000
     -102 0.000004000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000002000
      -54 0.000000000
      -48 0.000002000
      -42 0.000002000
      -36 0.000018000
      -30 0.000028000
      -24 0.000054000
      -18 0.000078000
      -12 0.000126000
       -6 0.000176000
        0 0.000178000
        6 0.000112000
       12 0.000068000
       18 0.000066000
       24 0.000036000
       30 0.000018000
       36 0.000022000
       42 0.000048000
       48 0.000110000
       54 0.000396000
       60 0.001498000
       66 0.005036000
       72 0.015006000
       78 0.036014000
       84 0.066700000
       90 0.094686000
       96 0.105290000
      102 0.100236000
      108 0.090468000
      114 0.085804000
      120 0.083974000
      126 0.081572000
      132 0.072216000
      138 0.058220000
      144 0.040944000
      150 0.026136000
      156 0.015332000
      162 0.008562000
      168 0.004732000
      174 0.002726000
