#ARG14-0  Hist_00146
    -180 0.000000000
    -174 0.000022000
    -168 0.000156000
    -162 0.001196000
    -156 0.005770000
    -150 0.017498000
    -144 0.039766000
    -138 0.068672000
    -132 0.090326000
    -126 0.100184000
    -120 0.100848000
    -114 0.100292000
    -108 0.100040000
    -102 0.100894000
     -96 0.096116000
     -90 0.080232000
     -84 0.054624000
     -78 0.028758000
     -72 0.011074000
     -66 0.002934000
     -60 0.000522000
     -54 0.000068000
     -48 0.000008000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
