#LEU122-0  Hist_01282
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000006000
     -156 0.000060000
     -150 0.000332000
     -144 0.001274000
     -138 0.003746000
     -132 0.008660000
     -126 0.015894000
     -120 0.025744000
     -114 0.039580000
     -108 0.057640000
     -102 0.084242000
      -96 0.118786000
      -90 0.154432000
      -84 0.170512000
      -78 0.152302000
      -72 0.101500000
      -66 0.047364000
      -60 0.014734000
      -54 0.002816000
      -48 0.000340000
      -42 0.000034000
      -36 0.000002000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
