#VAL64-3  Hist_00686
    -180 0.144792000
    -174 0.144610000
    -168 0.103864000
    -162 0.054318000
    -156 0.021812000
    -150 0.006802000
    -144 0.001856000
    -138 0.000444000
    -132 0.000160000
    -126 0.000092000
    -120 0.000042000
    -114 0.000050000
    -108 0.000074000
    -102 0.000150000
     -96 0.000586000
     -90 0.001700000
     -84 0.005084000
     -78 0.013728000
     -72 0.026994000
     -66 0.038588000
     -60 0.037902000
     -54 0.026456000
     -48 0.012678000
     -42 0.004544000
     -36 0.001282000
     -30 0.000290000
     -24 0.000098000
     -18 0.000032000
     -12 0.000022000
      -6 0.000018000
       0 0.000012000
       6 0.000032000
      12 0.000046000
      18 0.000118000
      24 0.000378000
      30 0.001432000
      36 0.004164000
      42 0.010242000
      48 0.017150000
      54 0.019932000
      60 0.016018000
      66 0.011250000
      72 0.006682000
      78 0.003332000
      84 0.001120000
      90 0.000320000
      96 0.000080000
     102 0.000038000
     108 0.000018000
     114 0.000018000
     120 0.000010000
     126 0.000048000
     132 0.000180000
     138 0.000870000
     144 0.003008000
     150 0.009102000
     156 0.022434000
     162 0.042296000
     168 0.071044000
     174 0.109558000
