#VAL75-3  Hist_00792
    -180 0.128516000
    -174 0.068952000
    -168 0.025440000
    -162 0.007544000
    -156 0.002080000
    -150 0.000544000
    -144 0.000174000
    -138 0.000078000
    -132 0.000028000
    -126 0.000008000
    -120 0.000026000
    -114 0.000020000
    -108 0.000044000
    -102 0.000066000
     -96 0.000210000
     -90 0.000816000
     -84 0.003180000
     -78 0.012772000
     -72 0.037522000
     -66 0.075066000
     -60 0.091310000
     -54 0.065592000
     -48 0.029282000
     -42 0.008192000
     -36 0.001576000
     -30 0.000280000
     -24 0.000038000
     -18 0.000006000
     -12 0.000002000
      -6 0.000002000
       0 0.000004000
       6 0.000004000
      12 0.000016000
      18 0.000048000
      24 0.000208000
      30 0.000810000
      36 0.002688000
      42 0.007158000
      48 0.013762000
      54 0.017348000
      60 0.013762000
      66 0.006548000
      72 0.002162000
      78 0.000512000
      84 0.000126000
      90 0.000042000
      96 0.000034000
     102 0.000010000
     108 0.000034000
     114 0.000024000
     120 0.000060000
     126 0.000114000
     132 0.000280000
     138 0.000844000
     144 0.002432000
     150 0.007830000
     156 0.024016000
     162 0.061726000
     168 0.120348000
     174 0.157684000
