#GLU134-0  Hist_01396
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000002000
     -108 0.000014000
     -102 0.000204000
      -96 0.001188000
      -90 0.006414000
      -84 0.023542000
      -78 0.060582000
      -72 0.112638000
      -66 0.164826000
      -60 0.186302000
      -54 0.161642000
      -48 0.109022000
      -42 0.059578000
      -36 0.028006000
      -30 0.012134000
      -24 0.005218000
      -18 0.002266000
      -12 0.001078000
       -6 0.000612000
        0 0.000408000
        6 0.000244000
       12 0.000190000
       18 0.000192000
       24 0.000374000
       30 0.001110000
       36 0.003312000
       42 0.008774000
       48 0.014932000
       54 0.017542000
       60 0.011972000
       66 0.004556000
       72 0.000994000
       78 0.000120000
       84 0.000010000
       90 0.000002000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
