#ASN88-5  Hist_00924
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000004000
     -48 0.000058000
     -42 0.000360000
     -36 0.002080000
     -30 0.009492000
     -24 0.032418000
     -18 0.084076000
     -12 0.160902000
      -6 0.220846000
       0 0.217454000
       6 0.154468000
      12 0.078468000
      18 0.029110000
      24 0.008052000
      30 0.001836000
      36 0.000328000
      42 0.000040000
      48 0.000008000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
