#GLN117-3  Hist_01228
     -180 0.046874000
     -174 0.038814000
     -168 0.025322000
     -162 0.013566000
     -156 0.006256000
     -150 0.002506000
     -144 0.000928000
     -138 0.000374000
     -132 0.000158000
     -126 0.000186000
     -120 0.000268000
     -114 0.000512000
     -108 0.001238000
     -102 0.002128000
      -96 0.003910000
      -90 0.008602000
      -84 0.021260000
      -78 0.044010000
      -72 0.079090000
      -66 0.109934000
      -60 0.115042000
      -54 0.090312000
      -48 0.054274000
      -42 0.026056000
      -36 0.010556000
      -30 0.003274000
      -24 0.001036000
      -18 0.000284000
      -12 0.000102000
       -6 0.000036000
        0 0.000036000
        6 0.000026000
       12 0.000030000
       18 0.000052000
       24 0.000116000
       30 0.000576000
       36 0.002132000
       42 0.007236000
       48 0.019788000
       54 0.036728000
       60 0.046648000
       66 0.040310000
       72 0.025778000
       78 0.013130000
       84 0.005474000
       90 0.002066000
       96 0.000776000
      102 0.000268000
      108 0.000124000
      114 0.000048000
      120 0.000044000
      126 0.000028000
      132 0.000080000
      138 0.000174000
      144 0.000448000
      150 0.001452000
      156 0.005138000
      162 0.013694000
      168 0.028334000
      174 0.042358000
