#MET46-4  Hist_00500
    -180 0.092192000
    -174 0.079352000
    -168 0.062038000
    -162 0.044010000
    -156 0.028100000
    -150 0.016742000
    -144 0.009434000
    -138 0.005390000
    -132 0.003302000
    -126 0.002292000
    -120 0.001962000
    -114 0.001856000
    -108 0.002450000
    -102 0.003998000
     -96 0.006556000
     -90 0.010872000
     -84 0.014678000
     -78 0.020148000
     -72 0.025236000
     -66 0.029784000
     -60 0.027628000
     -54 0.018824000
     -48 0.008822000
     -42 0.002796000
     -36 0.000728000
     -30 0.000158000
     -24 0.000026000
     -18 0.000002000
     -12 0.000002000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000002000
      24 0.000018000
      30 0.000052000
      36 0.000310000
      42 0.001126000
      48 0.003794000
      54 0.008678000
      60 0.015406000
      66 0.019816000
      72 0.020290000
      78 0.016386000
      84 0.011480000
      90 0.006956000
      96 0.003978000
     102 0.002370000
     108 0.001878000
     114 0.001702000
     120 0.002060000
     126 0.002826000
     132 0.004348000
     138 0.007934000
     144 0.014948000
     150 0.027636000
     156 0.047510000
     162 0.070834000
     168 0.090846000
     174 0.097438000
