#GLY185-0  Hist_01930
     -180 0.000000000
     -174 0.000006000
     -168 0.000100000
     -162 0.000408000
     -156 0.001496000
     -150 0.004684000
     -144 0.012758000
     -138 0.027706000
     -132 0.052396000
     -126 0.085316000
     -120 0.120344000
     -114 0.147680000
     -108 0.156604000
     -102 0.143452000
      -96 0.109354000
      -90 0.071494000
      -84 0.039166000
      -78 0.017698000
      -72 0.006638000
      -66 0.002046000
      -60 0.000518000
      -54 0.000098000
      -48 0.000032000
      -42 0.000004000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000002000
