#GLU21-3  Hist_00230
    -180 0.100268000
    -174 0.090718000
    -168 0.063050000
    -162 0.036104000
    -156 0.018780000
    -150 0.009248000
    -144 0.004420000
    -138 0.002172000
    -132 0.001208000
    -126 0.000830000
    -120 0.000834000
    -114 0.001204000
    -108 0.002310000
    -102 0.004670000
     -96 0.009098000
     -90 0.017824000
     -84 0.030830000
     -78 0.045146000
     -72 0.057888000
     -66 0.063870000
     -60 0.057388000
     -54 0.042142000
     -48 0.024354000
     -42 0.010882000
     -36 0.004244000
     -30 0.001452000
     -24 0.000388000
     -18 0.000130000
     -12 0.000058000
      -6 0.000032000
       0 0.000024000
       6 0.000008000
      12 0.000016000
      18 0.000022000
      24 0.000082000
      30 0.000164000
      36 0.000558000
      42 0.001776000
      48 0.004784000
      54 0.010568000
      60 0.018634000
      66 0.026732000
      72 0.028650000
      78 0.021860000
      84 0.010898000
      90 0.004056000
      96 0.001164000
     102 0.000358000
     108 0.000142000
     114 0.000058000
     120 0.000058000
     126 0.000038000
     132 0.000078000
     138 0.000178000
     144 0.000714000
     150 0.002462000
     156 0.007956000
     162 0.022750000
     168 0.050350000
     174 0.083320000
