#GLU65-4  Hist_00696
    -180 0.108486000
    -174 0.104416000
    -168 0.092642000
    -162 0.080032000
    -156 0.062544000
    -150 0.040666000
    -144 0.023388000
    -138 0.012538000
    -132 0.008008000
    -126 0.007214000
    -120 0.007908000
    -114 0.010092000
    -108 0.012876000
    -102 0.015816000
     -96 0.017550000
     -90 0.014908000
     -84 0.008458000
     -78 0.002796000
     -72 0.000628000
     -66 0.000188000
     -60 0.000076000
     -54 0.000042000
     -48 0.000010000
     -42 0.000008000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000006000
      36 0.000006000
      42 0.000034000
      48 0.000124000
      54 0.000476000
      60 0.001716000
      66 0.004758000
      72 0.011028000
      78 0.018000000
      84 0.020658000
      90 0.014754000
      96 0.008530000
     102 0.004326000
     108 0.002804000
     114 0.002130000
     120 0.002226000
     126 0.002680000
     132 0.003708000
     138 0.006032000
     144 0.010054000
     150 0.016016000
     156 0.026980000
     162 0.045370000
     168 0.070182000
     174 0.096112000
