#GLN92-6  Hist_00968
    -180 0.225850000
    -174 0.186208000
    -168 0.108636000
    -162 0.045274000
    -156 0.013754000
    -150 0.003140000
    -144 0.000518000
    -138 0.000046000
    -132 0.000004000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000002000
     126 0.000004000
     132 0.000044000
     138 0.000248000
     144 0.001386000
     150 0.005952000
     156 0.021788000
     162 0.060796000
     168 0.127774000
     174 0.198576000
