#LEU89-0  Hist_00926
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000010000
    -156 0.000048000
    -150 0.000178000
    -144 0.000726000
    -138 0.002604000
    -132 0.008452000
    -126 0.024294000
    -120 0.059564000
    -114 0.116844000
    -108 0.173998000
    -102 0.199270000
     -96 0.176656000
     -90 0.124040000
     -84 0.068430000
     -78 0.030004000
     -72 0.010474000
     -66 0.003350000
     -60 0.000846000
     -54 0.000174000
     -48 0.000028000
     -42 0.000010000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
