#VAL11-3  Hist_00124
    -180 0.005316000
    -174 0.003000000
    -168 0.001366000
    -162 0.000514000
    -156 0.000202000
    -150 0.000076000
    -144 0.000026000
    -138 0.000014000
    -132 0.000008000
    -126 0.000002000
    -120 0.000026000
    -114 0.000032000
    -108 0.000168000
    -102 0.000784000
     -96 0.003998000
     -90 0.017682000
     -84 0.056956000
     -78 0.126930000
     -72 0.191278000
     -66 0.199936000
     -60 0.145254000
     -54 0.074376000
     -48 0.027290000
     -42 0.007324000
     -36 0.001510000
     -30 0.000270000
     -24 0.000020000
     -18 0.000002000
     -12 0.000000000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000002000
      18 0.000004000
      24 0.000018000
      30 0.000088000
      36 0.000490000
      42 0.001840000
      48 0.005554000
      54 0.012064000
      60 0.019614000
      66 0.024496000
      72 0.020856000
      78 0.013036000
      84 0.006186000
      90 0.002458000
      96 0.000978000
     102 0.000366000
     108 0.000234000
     114 0.000172000
     120 0.000166000
     126 0.000182000
     132 0.000292000
     138 0.000408000
     144 0.000862000
     150 0.001696000
     156 0.003412000
     162 0.005686000
     168 0.007396000
     174 0.007082000
