#LYS43-1  Hist_00450
    -180 0.000274000
    -174 0.000026000
    -168 0.000002000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000002000
      90 0.000024000
      96 0.000106000
     102 0.000482000
     108 0.002308000
     114 0.008154000
     120 0.024572000
     126 0.058932000
     132 0.114694000
     138 0.181290000
     144 0.223556000
     150 0.200964000
     156 0.121872000
     162 0.047918000
     168 0.012620000
     174 0.002204000
