#ARG113-0  Hist_01184
     -180 0.000000000
     -174 0.000022000
     -168 0.000244000
     -162 0.001666000
     -156 0.007210000
     -150 0.023242000
     -144 0.051828000
     -138 0.088152000
     -132 0.113954000
     -126 0.119948000
     -120 0.109878000
     -114 0.098292000
     -108 0.089728000
     -102 0.083214000
      -96 0.075992000
      -90 0.062658000
      -84 0.042102000
      -78 0.021832000
      -72 0.007790000
      -66 0.001908000
      -60 0.000304000
      -54 0.000032000
      -48 0.000002000
      -42 0.000002000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
