#MET135-1  Hist_01410
     -180 0.007560000
     -174 0.002618000
     -168 0.000836000
     -162 0.000240000
     -156 0.000060000
     -150 0.000006000
     -144 0.000006000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000004000
       12 0.000014000
       18 0.000046000
       24 0.000110000
       30 0.000164000
       36 0.000200000
       42 0.000170000
       48 0.000116000
       54 0.000138000
       60 0.000172000
       66 0.000194000
       72 0.000290000
       78 0.000394000
       84 0.000676000
       90 0.001200000
       96 0.002014000
      102 0.003776000
      108 0.007260000
      114 0.013902000
      120 0.026648000
      126 0.048684000
      132 0.079184000
      138 0.116534000
      144 0.153906000
      150 0.180432000
      156 0.164500000
      162 0.110868000
      168 0.055416000
      174 0.021662000
