#TRP42-1  Hist_00440
    -180 0.014488000
    -174 0.002720000
    -168 0.000378000
    -162 0.000020000
    -156 0.000004000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000002000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000002000
     102 0.000030000
     108 0.000110000
     114 0.000390000
     120 0.002024000
     126 0.007702000
     132 0.024004000
     138 0.059590000
     144 0.117590000
     150 0.183896000
     156 0.221732000
     162 0.194608000
     168 0.120456000
     174 0.050254000
