#TRP141-3  Hist_01482
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000002000
      -60 0.000000000
      -54 0.000002000
      -48 0.000002000
      -42 0.000002000
      -36 0.000002000
      -30 0.000004000
      -24 0.000000000
      -18 0.000002000
      -12 0.000000000
       -6 0.000002000
        0 0.000004000
        6 0.000006000
       12 0.000040000
       18 0.000168000
       24 0.000946000
       30 0.004936000
       36 0.023518000
       42 0.080934000
       48 0.177742000
       54 0.242628000
       60 0.215336000
       66 0.136820000
       72 0.068936000
       78 0.029766000
       84 0.011630000
       90 0.004428000
       96 0.001480000
      102 0.000478000
      108 0.000136000
      114 0.000032000
      120 0.000014000
      126 0.000004000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
