#VAL11-1  Hist_00120
    -180 0.012294000
    -174 0.005140000
    -168 0.002084000
    -162 0.000724000
    -156 0.000198000
    -150 0.000040000
    -144 0.000014000
    -138 0.000004000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000014000
     108 0.000116000
     114 0.000904000
     120 0.004352000
     126 0.017262000
     132 0.049812000
     138 0.105694000
     144 0.172856000
     150 0.210596000
     156 0.191050000
     162 0.128724000
     168 0.068092000
     174 0.030030000
