#GLN205-0  Hist_02142
     -180 0.000050000
     -174 0.000242000
     -168 0.000808000
     -162 0.001802000
     -156 0.002820000
     -150 0.004074000
     -144 0.005040000
     -138 0.005864000
     -132 0.006424000
     -126 0.008170000
     -120 0.011672000
     -114 0.018864000
     -108 0.032612000
     -102 0.056108000
      -96 0.091008000
      -90 0.128668000
      -84 0.157720000
      -78 0.162590000
      -72 0.137338000
      -66 0.093420000
      -60 0.047920000
      -54 0.019032000
      -48 0.005794000
      -42 0.001560000
      -36 0.000322000
      -30 0.000056000
      -24 0.000012000
      -18 0.000006000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000004000
