#TYR158-5  Hist_01670
     -180 0.112740000
     -174 0.093836000
     -168 0.067456000
     -162 0.043220000
     -156 0.023944000
     -150 0.011794000
     -144 0.005274000
     -138 0.002188000
     -132 0.000950000
     -126 0.000400000
     -120 0.000208000
     -114 0.000052000
     -108 0.000042000
     -102 0.000022000
      -96 0.000016000
      -90 0.000020000
      -84 0.000012000
      -78 0.000024000
      -72 0.000028000
      -66 0.000032000
      -60 0.000106000
      -54 0.000174000
      -48 0.000276000
      -42 0.000566000
      -36 0.001028000
      -30 0.001650000
      -24 0.002570000
      -18 0.003824000
      -12 0.005074000
       -6 0.006554000
        0 0.008156000
        6 0.009122000
       12 0.009524000
       18 0.009016000
       24 0.007670000
       30 0.005596000
       36 0.003984000
       42 0.002286000
       48 0.001306000
       54 0.000620000
       60 0.000420000
       66 0.000216000
       72 0.000128000
       78 0.000086000
       84 0.000076000
       90 0.000076000
       96 0.000112000
      102 0.000164000
      108 0.000330000
      114 0.000832000
      120 0.002156000
      126 0.005274000
      132 0.011190000
      138 0.021758000
      144 0.037326000
      150 0.058262000
      156 0.080896000
      162 0.102238000
      168 0.116750000
      174 0.120350000
