#ASN182-5  Hist_01908
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000006000
      -48 0.000064000
      -42 0.000570000
      -36 0.003060000
      -30 0.012886000
      -24 0.041210000
      -18 0.099176000
      -12 0.173420000
       -6 0.219528000
        0 0.205486000
        6 0.139030000
       12 0.069732000
       18 0.026308000
       24 0.007532000
       30 0.001674000
       36 0.000292000
       42 0.000022000
       48 0.000004000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
