#LEU89-4  Hist_00934
    -180 0.250874000
    -174 0.218542000
    -168 0.121472000
    -162 0.043972000
    -156 0.010490000
    -150 0.001780000
    -144 0.000280000
    -138 0.000048000
    -132 0.000002000
    -126 0.000000000
    -120 0.000002000
    -114 0.000000000
    -108 0.000002000
    -102 0.000000000
     -96 0.000004000
     -90 0.000016000
     -84 0.000118000
     -78 0.000392000
     -72 0.001054000
     -66 0.001318000
     -60 0.000890000
     -54 0.000334000
     -48 0.000094000
     -42 0.000030000
     -36 0.000004000
     -30 0.000002000
     -24 0.000006000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000002000
      12 0.000002000
      18 0.000004000
      24 0.000016000
      30 0.000044000
      36 0.000164000
      42 0.000402000
      48 0.000898000
      54 0.001558000
      60 0.001792000
      66 0.001662000
      72 0.001068000
      78 0.000606000
      84 0.000290000
      90 0.000170000
      96 0.000088000
     102 0.000050000
     108 0.000036000
     114 0.000054000
     120 0.000048000
     126 0.000110000
     132 0.000220000
     138 0.000670000
     144 0.001952000
     150 0.005120000
     156 0.013188000
     162 0.037076000
     168 0.094400000
     174 0.186582000
