#TYR158-4  Hist_01668
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000002000
       30 0.000002000
       36 0.000004000
       42 0.000112000
       48 0.000788000
       54 0.005008000
       60 0.023158000
       66 0.077260000
       72 0.167200000
       78 0.238070000
       84 0.225804000
       90 0.150064000
       96 0.072568000
      102 0.027700000
      108 0.008834000
      114 0.002562000
      120 0.000652000
      126 0.000152000
      132 0.000050000
      138 0.000008000
      144 0.000000000
      150 0.000000000
      156 0.000002000
      162 0.000000000
      168 0.000000000
      174 0.000000000
