#ASN182-3  Hist_01904
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000002000
     -108 0.000006000
     -102 0.000022000
      -96 0.000178000
      -90 0.000996000
      -84 0.006552000
      -78 0.031380000
      -72 0.102630000
      -66 0.212512000
      -60 0.267624000
      -54 0.213352000
      -48 0.112556000
      -42 0.040394000
      -36 0.009916000
      -30 0.001684000
      -24 0.000186000
      -18 0.000008000
      -12 0.000002000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
