#GLY27-0  Hist_00284
    -180 0.000002000
    -174 0.000008000
    -168 0.000024000
    -162 0.000056000
    -156 0.000194000
    -150 0.000662000
    -144 0.001892000
    -138 0.005040000
    -132 0.010508000
    -126 0.018726000
    -120 0.027840000
    -114 0.035112000
    -108 0.041666000
    -102 0.052586000
     -96 0.076894000
     -90 0.114996000
     -84 0.155162000
     -78 0.169686000
     -72 0.140684000
     -66 0.087878000
     -60 0.040480000
     -54 0.014630000
     -48 0.004076000
     -42 0.000934000
     -36 0.000198000
     -30 0.000042000
     -24 0.000016000
     -18 0.000008000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
