#GLU34-5  Hist_00356
    -180 0.014016000
    -174 0.016864000
    -168 0.020282000
    -162 0.023278000
    -156 0.024378000
    -150 0.023570000
    -144 0.021496000
    -138 0.019994000
    -132 0.018378000
    -126 0.017104000
    -120 0.016656000
    -114 0.016034000
    -108 0.014940000
    -102 0.013840000
     -96 0.012636000
     -90 0.011738000
     -84 0.011562000
     -78 0.012152000
     -72 0.013984000
     -66 0.016062000
     -60 0.018036000
     -54 0.019282000
     -48 0.019352000
     -42 0.017610000
     -36 0.014962000
     -30 0.012456000
     -24 0.010320000
     -18 0.009324000
     -12 0.009764000
      -6 0.011862000
       0 0.014354000
       6 0.018700000
      12 0.023192000
      18 0.027416000
      24 0.029434000
      30 0.029902000
      36 0.028166000
      42 0.024950000
      48 0.021788000
      54 0.019368000
      60 0.017204000
      66 0.016190000
      72 0.014964000
      78 0.013888000
      84 0.012744000
      90 0.011694000
      96 0.011230000
     102 0.011704000
     108 0.012836000
     114 0.014770000
     120 0.016518000
     126 0.017802000
     132 0.018428000
     138 0.017824000
     144 0.016268000
     150 0.013696000
     156 0.011554000
     162 0.009834000
     168 0.010326000
     174 0.011324000
