#THR195-0  Hist_02034
     -180 0.000350000
     -174 0.002616000
     -168 0.013002000
     -162 0.050620000
     -156 0.131322000
     -150 0.224334000
     -144 0.242322000
     -138 0.177276000
     -132 0.093804000
     -126 0.039844000
     -120 0.015038000
     -114 0.005616000
     -108 0.002074000
     -102 0.000898000
      -96 0.000416000
      -90 0.000226000
      -84 0.000114000
      -78 0.000064000
      -72 0.000022000
      -66 0.000012000
      -60 0.000002000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000028000
