#THR179-1  Hist_01870
     -180 0.000002000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000002000
       66 0.000006000
       72 0.000010000
       78 0.000004000
       84 0.000012000
       90 0.000016000
       96 0.000032000
      102 0.000120000
      108 0.000588000
      114 0.002956000
      120 0.015680000
      126 0.066702000
      132 0.188354000
      138 0.305876000
      144 0.263548000
      150 0.120222000
      156 0.030600000
      162 0.004704000
      168 0.000538000
      174 0.000028000
