#LEU132-3  Hist_01380
     -180 0.000548000
     -174 0.001152000
     -168 0.001782000
     -162 0.001990000
     -156 0.001904000
     -150 0.001538000
     -144 0.001100000
     -138 0.000794000
     -132 0.000588000
     -126 0.000610000
     -120 0.000670000
     -114 0.000892000
     -108 0.001446000
     -102 0.002118000
      -96 0.002930000
      -90 0.004244000
      -84 0.009758000
      -78 0.032830000
      -72 0.098246000
      -66 0.206284000
      -60 0.274004000
      -54 0.216444000
      -48 0.101166000
      -42 0.029364000
      -36 0.006202000
      -30 0.000934000
      -24 0.000126000
      -18 0.000012000
      -12 0.000006000
       -6 0.000002000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000002000
      156 0.000002000
      162 0.000022000
      168 0.000072000
      174 0.000218000
