#ASN88-1  Hist_00916
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000002000
     -90 0.000004000
     -84 0.000018000
     -78 0.000070000
     -72 0.000336000
     -66 0.001732000
     -60 0.007542000
     -54 0.026854000
     -48 0.071392000
     -42 0.141894000
     -36 0.199282000
     -30 0.202800000
     -24 0.154330000
     -18 0.099940000
     -12 0.055804000
      -6 0.025864000
       0 0.009016000
       6 0.002418000
      12 0.000582000
      18 0.000098000
      24 0.000020000
      30 0.000002000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
