#ASN136-4  Hist_01428
     -180 0.031926000
     -174 0.032428000
     -168 0.033970000
     -162 0.034620000
     -156 0.035412000
     -150 0.034406000
     -144 0.033062000
     -138 0.031300000
     -132 0.028888000
     -126 0.026220000
     -120 0.024370000
     -114 0.021688000
     -108 0.019810000
     -102 0.017602000
      -96 0.015212000
      -90 0.012632000
      -84 0.010332000
      -78 0.008214000
      -72 0.006502000
      -66 0.004786000
      -60 0.003400000
      -54 0.002244000
      -48 0.001612000
      -42 0.001158000
      -36 0.000780000
      -30 0.000686000
      -24 0.000532000
      -18 0.000496000
      -12 0.000396000
       -6 0.000366000
        0 0.000388000
        6 0.000378000
       12 0.000456000
       18 0.000516000
       24 0.000718000
       30 0.001064000
       36 0.001900000
       42 0.002796000
       48 0.004724000
       54 0.007114000
       60 0.010220000
       66 0.012920000
       72 0.015006000
       78 0.017592000
       84 0.020232000
       90 0.022538000
       96 0.024090000
      102 0.024026000
      108 0.024984000
      114 0.025466000
      120 0.026960000
      126 0.029768000
      132 0.030852000
      138 0.032404000
      144 0.032356000
      150 0.032622000
      156 0.031112000
      162 0.030726000
      168 0.030660000
      174 0.030362000
