#ASN83-5  Hist_00870
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000002000
     -48 0.000082000
     -42 0.000562000
     -36 0.002972000
     -30 0.013266000
     -24 0.043972000
     -18 0.104410000
     -12 0.179682000
      -6 0.223362000
       0 0.202354000
       6 0.132988000
      12 0.064452000
      18 0.023570000
      24 0.006650000
      30 0.001398000
      36 0.000236000
      42 0.000038000
      48 0.000004000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
