#ASN37-4  Hist_00390
    -180 0.031072000
    -174 0.031678000
    -168 0.033206000
    -162 0.033848000
    -156 0.033652000
    -150 0.033440000
    -144 0.032020000
    -138 0.030072000
    -132 0.026820000
    -126 0.025056000
    -120 0.022584000
    -114 0.020822000
    -108 0.018318000
    -102 0.016774000
     -96 0.014824000
     -90 0.012762000
     -84 0.010484000
     -78 0.008818000
     -72 0.007126000
     -66 0.005286000
     -60 0.003692000
     -54 0.002594000
     -48 0.001744000
     -42 0.001174000
     -36 0.000796000
     -30 0.000694000
     -24 0.000538000
     -18 0.000422000
     -12 0.000360000
      -6 0.000384000
       0 0.000344000
       6 0.000352000
      12 0.000472000
      18 0.000550000
      24 0.000746000
      30 0.001176000
      36 0.001756000
      42 0.003072000
      48 0.004936000
      54 0.007290000
      60 0.010614000
      66 0.013268000
      72 0.016012000
      78 0.018538000
      84 0.021208000
      90 0.023110000
      96 0.024262000
     102 0.024628000
     108 0.025186000
     114 0.026652000
     120 0.028482000
     126 0.031064000
     132 0.032920000
     138 0.033498000
     144 0.033582000
     150 0.032694000
     156 0.031414000
     162 0.030862000
     168 0.030180000
     174 0.030072000
