#PRO44-1  Hist_00466
    -180 0.000122000
    -174 0.000010000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000002000
      36 0.000006000
      42 0.000014000
      48 0.000070000
      54 0.000074000
      60 0.000146000
      66 0.000196000
      72 0.000286000
      78 0.000346000
      84 0.000446000
      90 0.000762000
      96 0.001290000
     102 0.002908000
     108 0.007636000
     114 0.019244000
     120 0.045086000
     126 0.091256000
     132 0.152356000
     138 0.201090000
     144 0.203562000
     150 0.151842000
     156 0.081542000
     162 0.030610000
     168 0.007744000
     174 0.001354000
