#GLN58-1  Hist_00610
    -180 0.000010000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000002000
      54 0.000004000
      60 0.000024000
      66 0.000126000
      72 0.000640000
      78 0.002382000
      84 0.007274000
      90 0.019074000
      96 0.040098000
     102 0.072816000
     108 0.113770000
     114 0.149794000
     120 0.169236000
     126 0.158670000
     132 0.125354000
     138 0.080948000
     144 0.040196000
     150 0.014388000
     156 0.003912000
     162 0.000970000
     168 0.000240000
     174 0.000072000
