#MET145-0  Hist_01530
     -180 0.000022000
     -174 0.000408000
     -168 0.002536000
     -162 0.011170000
     -156 0.032040000
     -150 0.062436000
     -144 0.090802000
     -138 0.106128000
     -132 0.105550000
     -126 0.094810000
     -120 0.083410000
     -114 0.072470000
     -108 0.066898000
     -102 0.062438000
      -96 0.058936000
      -90 0.052316000
      -84 0.043036000
      -78 0.029592000
      -72 0.016062000
      -66 0.006576000
      -60 0.001884000
      -54 0.000414000
      -48 0.000050000
      -42 0.000010000
      -36 0.000004000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000002000
