#GLN191-0  Hist_01994
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000002000
     -150 0.000012000
     -144 0.000032000
     -138 0.000064000
     -132 0.000164000
     -126 0.000342000
     -120 0.000734000
     -114 0.001758000
     -108 0.004584000
     -102 0.012316000
      -96 0.032298000
      -90 0.077430000
      -84 0.152258000
      -78 0.224374000
      -72 0.231824000
      -66 0.161102000
      -60 0.073338000
      -54 0.022258000
      -48 0.004404000
      -42 0.000630000
      -36 0.000072000
      -30 0.000004000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
