#ASN197-1  Hist_02056
     -180 0.000378000
     -174 0.000098000
     -168 0.000014000
     -162 0.000002000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000002000
       -6 0.000002000
        0 0.000004000
        6 0.000002000
       12 0.000002000
       18 0.000006000
       24 0.000018000
       30 0.000016000
       36 0.000036000
       42 0.000038000
       48 0.000122000
       54 0.000204000
       60 0.000408000
       66 0.000790000
       72 0.001212000
       78 0.001944000
       84 0.003066000
       90 0.004992000
       96 0.008584000
      102 0.015390000
      108 0.026580000
      114 0.045064000
      120 0.073228000
      126 0.108798000
      132 0.146492000
      138 0.170522000
      144 0.164346000
      150 0.122728000
      156 0.068200000
      162 0.027240000
      168 0.007790000
      174 0.001682000
