#THR91-1  Hist_00948
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000006000
     -78 0.000048000
     -72 0.000436000
     -66 0.002574000
     -60 0.013138000
     -54 0.046686000
     -48 0.114312000
     -42 0.194018000
     -36 0.228202000
     -30 0.189666000
     -24 0.116234000
     -18 0.056642000
     -12 0.023502000
      -6 0.009026000
       0 0.003388000
       6 0.001276000
      12 0.000514000
      18 0.000216000
      24 0.000074000
      30 0.000024000
      36 0.000010000
      42 0.000004000
      48 0.000004000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
