#GLY48-0  Hist_00514
    -180 0.011694000
    -174 0.015888000
    -168 0.019164000
    -162 0.021700000
    -156 0.021912000
    -150 0.021538000
    -144 0.021380000
    -138 0.021532000
    -132 0.022722000
    -126 0.025388000
    -120 0.029992000
    -114 0.036650000
    -108 0.045266000
    -102 0.056432000
     -96 0.069620000
     -90 0.086868000
     -84 0.103800000
     -78 0.111136000
     -72 0.099532000
     -66 0.068356000
     -60 0.035718000
     -54 0.013752000
     -48 0.004238000
     -42 0.001028000
     -36 0.000208000
     -30 0.000020000
     -24 0.000010000
     -18 0.000006000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000002000
      54 0.000006000
      60 0.000014000
      66 0.000032000
      72 0.000052000
      78 0.000074000
      84 0.000070000
      90 0.000088000
      96 0.000120000
     102 0.000206000
     108 0.000270000
     114 0.000352000
     120 0.000470000
     126 0.000728000
     132 0.000968000
     138 0.001484000
     144 0.002258000
     150 0.003148000
     156 0.003996000
     162 0.005192000
     168 0.006418000
     174 0.008502000
